synset	en	id	es	fr	pt-br	sw	de	ru	zh	ja	ar	hi	tr
	treating	mengobati	tratando	traiter	tratando	kutibu	behandeln	лечение	治疗	治療する	علاج	इलाज	tedavi etmek
05926236-n	wisdom	kearifan	sabiduría	sagesse	sabedoria	falsafa	Weisheit	мудрость	智慧	知識	حِكْمَة	बुद्धि	bilgelik
01893079-v	flip	melambung	arrojar	tirer à pile ou face	tirar cara ou coroa	pindua	umdrehen	подбрасывать	翻转	トス+する	الوجه	पलटना	çevir
07370125-n	entering	kemasukan	entrada	abord	entrando	kuingia	eintreten	входя	进入	入ること	دُخُول	प्रवेश	girme
02793495-n	barn	gudang	granero	grange	celeiro	ghalani	Scheune	овин	仓库	納屋	حضِيرة	खलिहान	ahır
10078806-n	farmer	pesawah	granjero	agriculteur	fazendeiro	mkulima	Landwirt	крестьянин	农夫	農夫	فلاح	किसान	çiftçi
07969695-n	clan	kaum	clan	clan	clã	ukoo	Clan	клан	亲戚	クラン	أقْرِباء	कबीला	klan
13421832-n	budget	anggaran	presupuesto	budget	orçamento	bajeti	Budget	бюджет	预算	予算	ميزانية	बजट	bütçe
04018399-n	pub	pub	bar	cabaret	bar	baa	Kneipe	бар	酒吧	居酒屋	خانة	पब	birahane
01755627-a	temporary	sementara	temporal	temporaire	temporário	ya muda	zeitweilig	временный	暂时+的	はかない	مؤقت	अस्थायी	geçici
00834198-a	effective	ampuh	efectivo	efficace	eficaz	ufanisi	effektiv	эффективный	有力+的	イフェクティブ	فعالة	प्रभावी	etkili
09871229-n	sonny	anak muda	niño	garçon	rapaz	sonny	Bubi	парень	小伙子	青年	سوني	सन्नी	oğul
	wendy	wendy	wendy	Wendy	Wendy	wendy	Wendy	Венди	温迪	ウェンディ	ويندي	वेंडी	Wendy
	juan	juan	Juan	juan	João	juan	Juan	Хуан	胡安	フアン	خوان	जुआन	Juan
02412440-n	lamb	domba anakan	cordero	agneau	anho	mwana-kondoo	Lamm	ягнёнок	羊羔	子羊	خروف	बर्रा	kuzu
05907682-n	plot	berkomplot	complot	partie	enredo	njama	Handlung	сюжет	密谋	密謀	مُؤامرة	कथानक	arsa
11262468-n	riley	James Whitcomb Riley	James Whitcomb Riley	James Whitcomb Riley	riley	riley	Riley	Райли	莱利	リライ	رايلي	रिले	Riley
07162194-n	proposal	anjuran	proposición	proposition	proposta	pendekezo	Vorschlag	предложение	提案	プロポーザル	إِقْتِراح	प्रस्ताव	teklif
	sticks	tongkat	palos	bâtons	palitos	vijiti	Stöcke	палочки	棍子	スティック	العصي	लाठी	sopa
	searched	mencari	buscado	recherché	pesquisado	imetafutwa	gesucht	искал	搜索过	検索された	بحثت	खोजा	arandı
01215392-n	blessing	izin	aprobación	agrément	bênção	baraka	Genehmigung	одобрение	赞同	賛成	مُباركة	आशीर्वाद	nimet
07516997-n	rage	berang	rabia	rage	raiva	hasira	Wut	ярость	愤怒	激怒	حنق	क्रोध	öfke
00532147-a	bothered	merasa terganggu	desconcertado	dérangé	incomodado	kusumbua	gestört	беспокойный	烦恼	困った	منزعج	परेशान	rahatsız
08833295-n	sydney	Sydney	Sydney	Sydney	Sydney	Sydney	Sydney	Сидней	悉尼	シドニー	سيدني	सिडनी	Sidney
13790912-n	basis	asas	base	base	base	msingi	Grundfeste	основа	基点或基础	根拠	الأساس	आधार	temel
04898087-n	manners	sopan santun	maneras	manières	boas maneiras	adabu	Manieren	манеры	礼仪	エチケット	طِباع	शिष्टाचार	görgü
02247977-v	recover	menemukan	recuperar	recouvrer	recuperar	kupona	zurückholen	возвращать	重拾	取りもどす	اِسْتعاد	ठीक हो जाओ	iyileşmek
01868370-v	twist	berbelok-belok	retorcer	remuer	torcer	twist	sich winden	поёживаться	蠢动	うごめく	صارع	मोड़	büküm
	neil	neil	neil	Neil	Neil	neil	Neil	Нил	尼尔	ニール	نيل	नील	neil
09337048-n	leak	bocor	gotera	fuite	rachadura	kuvuja	undicht	течь	漏洞	漏れ口	تسرب	रिसाव	sızıntı
06482401-n	item	acara	punto	point	item	vifaa	Artikel	предмет	项目	アーティクル	بَنْد	आइटम	öğe
09679925-n	catholic	katolik	católico	catholique	católico	mkatoliki	Katholik	католик	天主教徒	カトリック	كاثُولِيكِي	कैथोलिक	Katolik
	sighing	mendesah	suspirando	soupirant	suspirando	kuugua	seufzend	вздыхая	叹息	ため息をつく	تنهد	आह भरते हुए	iç çekiş
00035368-a	retired	bersara	jubilado	retraité	aposentado	mstaafu	im Ruhestand	пенсионер	退休+的	引退した	متقاعد	सेवानिवृत्त	emekli
	kings	raja	reyes	rois	reis	wafalme	Könige	короли	国王	王たち	الملوك	राजाओं	krallar
00951831-a	inner	dalam	interior	intérieur	interno	ndani	innerlich	внутренний	内在的	内部	داخلي	आंतरिक	iç
	cents	sen	centavos	centimes	centavos	senti	Cent	центы	美分	セント	سنتا	सेंट	sent
00137313-v	affect	menggoleng	afectar	affecter	afetar	kuathiri	beeinflussen	влиять	作用	作用+する	أثّر	प्रभावित करना	etkilemek
01761375-a	forbidden	dilarang	prohibido	interdit	proibido	tambiko	verboten	запрещённый	被禁止	禁じられた	ممنوع	वर्जित	yasak
04682462-n	patch	bintik	mancha	tache	mancha	kiraka	Fleck	пятно	补丁	スポット	التصحيح	पैच	benek
	drops	tetes	gotas	gouttes	gotas	matone	Tropfen	капли	滴	滴る	قطرات	बूँदें	damla
00408205-r	necessarily	semestinya	necesariamente	forcément	necessariamente	lazima	unbedingt	обязательно	必要+地	余儀なく	بالضرورة	आवश्यक रूप से	mutlaka
	provided	disediakan	proporcionado	fourni	fornecido	zinazotolewa	bereitgestellt	предоставлено	提供	提供される	المقدمة	प्रदान किया गया	sağlanan
	meters	meter	metros	mètres	metros	mita	Meter	метры	米	メートル	متر	मीटर	metre
01988468-a	booked	dipesan	apartado	réservé	reservado	imehifadhiwa	gebucht	забронировано	预定+的	予約済み	حجزت	बुक किया गया	rezerve edildi
	returns	kembali	regresa	retours	retorna	anarudi	kehrt zurück	возвращает	回报	返品	يعود	रिटर्न	geri döner
	gloria	kemuliaan	gloria	Gloria	glória	gloria	Gloria	Глория	格洛丽亚	グロリア	غلوريا	ग्लोरिया	gloria
	fires	kebakaran	incendios	les incendies	incêndios	moto	Brände	пожары	火灾	火災	حرائق	आग	yangınlar
06776138-n	humor	humor	humor	humour	humor	ucheshi	Humor	юмор	幽默	ユーモア	فكاهة	हास्य	mizah
01318937-a	torn	koyak	hiriente	déchiré	rasgado	imechanika	zerrissen	разорванный	撕裂	破れた	ممزقة	फटा हुआ	yırtık
06279326-n	e-mail	email	correo electrónico	courrier électronique	e-mail	barua pepe	E-Mail	электронная почта	电子邮件	電子メール	بريد إلكتروني	ई-मेल	e-posta
02241988-a	rocky	berbatu-batu	rocoso	rocheux	rochoso	miamba	felsig	каменистый	多石+的	岩だらけの	صخري	चट्टानी	kayalık
	introduced	diperkenalkan	introducido	introduit	introduzido	kuanzishwa	eingeführt	представил	介绍	導入された	قدم	परिचय कराया	tanıtıldı
00643250-a	creative	kreatif	creativo	créatif	criativo	ubunifu	kreativ	созидательный	创意	クリエイティブ	إبداعي	रचनात्मक	yaratıcı
00936330-v	betray	menampakkan	traicionar	trahir	trair	kusaliti	verraten	предать	背叛	垣間見せる	خيانة	विश्वासघात	ihanet etmek
02959406-a	soviet	Soviet	soviético	soviétique	soviético	Kisovyeti	sowjetisch	советский	苏维埃	ソ連	سوفياتي	सोवियत	Sovyet
02065665-a	various	aneka	surtido	divers	vários	mbalimbali	verschiedene	различные	各种	いろいろ	مختلف	विविध	çeşitli
	added	ditambahkan	añadido	ajouté	adicionado	aliongeza	hinzugefügt	добавлено	添加了	追加されました	وأضاف	जोड़ा गया	eklendi
00043195-n	discovery	penemuan	descubrimiento	découverte	descoberta	ugunduzi	Entdeckung	открытие	发现	発見	اكتشاف	खोज	keşif
09972661-n	cowboy	koboi	vaquero	cow-boy	vaqueiro	mchunga ng'ombe	Cowboy	ковбой	牛仔	カウボーイ	رعوي البقر	चरवाहा	kovboy
02370212-a	suspected	dicurigai	presunto	soupçonné	suspeito	kushukiwa	vermutet	подозреваемый	可疑+的	疑わしい	يشتبه	संदिग्ध	şüpheli
	suggested	disarankan	sugerido	suggéré	sugerido	alipendekeza	vorgeschlagen	предложил	建议	提案された	اقترح	सुझाव दिया	önerilen
01805730-a	delighted	senang	encantado	ravi	encantado	furaha	begeistert	в восторге	高兴	うれしい	مسرور	प्रसन्न	memnun oldum
01353982-a	sticking	menonjol	prominente	saillant	furando	kushikamana	kleben	прилипание	粘着	固着	الشائكة	चिपकना	yapıştırma
03530803-n	dive	menyelam	garito	trou	mergulhar	kupiga mbizi	tauchen	нырять	低级夜总会	ダイビング	الغوص	गोता लगाना	dalış
	shane	Shane	shane	Shane	Shane	shane	Shane	Шейн	谢恩	シェーン	شين	शेन	Shane
04039848-n	radar	radar	radar	radar	radar	rada	Radar	радар	雷达	レーダー	رادار	रडार	radar
10484858-n	prosecutor	jaksa	fiscal	procureur	promotor	kiongozi wa mashtaka	Staatsanwalt	прокурор	检察官	検察	المدعي العام	अभियोजक	savcı
00369504-a	amber	kuning	amarillo-amarronado	ambre jaune	âmbar	kahawia	Bernstein	янтарь	棕黄色+的	琥珀色の	العنبر	अम्बर	kehribar
01387319-a	vast	agam	enorme	étendu	vasto	kubwa	riesig	огромный	巨大+的	茫々たる	واسعة	विशाल	geniş
	quinn	Quinn	quinn	quinn	Quinn	quinn	Quinn	Куинн	奎因	クイン	كوين	क्विन	Quinn
00360306-a	owned	dimiliki	propiedad	possédé	propriedade	inayomilikiwa	besessen	принадлежащий	拥有+的	所有されている	المملوكة	स्वामित्व	sahip olunan
07635155-n	cookie	beskit	galleta	biscuit	biscoito	biskuti	Keks	печенье	饼干	クッキー	كوكيز	कुकी	kurabiye
	finest	terbaik	mejor	le meilleur	melhor	bora zaidi	vom Feinsten	лучший	最好的	最高級の	الأفضل	बेहतरीन	en iyi
	felix	felix	félix	Félix	Félix	felix	felix	Феликс	菲利克斯	フェリックス	فيليكس	फ़ेलिक्स	Felix
04021798-n	pump	pompa	bomba	pompe	bomba	pampu	Pumpe	насос	唧筒	ポンプ	مضخة	पंप	pompa
10745181-n	valentine	kasih sayang	san valentin	valentin	namorados	valentine	Valentinstag	Валентина	情人节	バレンタイン	عيد الحب	वैलेंटाइन	sevgililer günü
03116530-n	counter	penghitung	mostrador	guichet	balcão	kaunta	Theke	стойка	柜台	カウンタ	عداد	काउंटर	sayaç
	sorts	macam	tipo	sortes	classifica	aina	sortiert	сорта	排序	種類	أنواع	प्रकार	çeşitler
13388245-n	coin	duit	moneda	monnaie	moeda	sarafu	Münze	монета	硬币	硬貨	عملة	सिक्का	madenî para
11374952-n	warren	Robert Penn Warren	Robert Penn Warren	Robert Penn Warren	Warren	warren	Warren	Уоррен	沃伦	ウォーレン	وارن	वॉरेन	Warren
	slaves	budak	esclavos	esclaves	escravos	watumwa	Sklaven	рабы	奴隶	奴隷	العبيد	गुलाम	köleler
02887899-a	marine	laut	marino	marin	marinho	baharini	Marine	морской	海上+的	海洋	البحرية	समुद्री	deniz
14061805-n	illness	penyakit	enfermedad	maladie	doença	ugonjwa	Krankheit	болезнь	生病	病気	اِعْتِلال	बीमारी	hastalık
04122825-n	sack	kantung	bolsa	sac	saco	gunia	Sack	мешок	麻袋	レジ袋	كيس	बोरी	çuval
02298632-v	bid	memasyarakatkan	ofertar	soumissionner	lance	zabuni	bieten	ставка	出价	オファー+する	عرض	बोली	teklif
02627934-v	require	berhasil	requerir	demander	exigir	hitaji	brauchen	требовать	必要	必要	اِشترط	आवश्यकता है	gerektirmek
09004068-n	moscow	Moskwa	Moscú	Moscou	Moscou	Misko	Moskau	Москва	莫斯科	モスクワ	موسكو	मास्को	Moskova
	largest	terbesar	más grande	le plus grand	maior	kubwa zaidi	größte	крупнейший	最大的	最大の	أكبر	सबसे बड़ा	en büyük
00255710-n	washing	basuh	lavado	lavage	lavar	kuosha	Waschen	мытьё	洗涤	洗濯	غسل	धुलाई	yıkama
02526085-v	achieve	memperoleh	conseguir	accomplir	atingir	kufikia	erreichen	достигать	取得	克ち取る	أنْجز	हासिल करना	başarmak
	causes	penyebab	causas	causes	causas	sababu	Ursachen	причины	原因	原因	الأسباب	कारण	nedenleri
13714756-n	k	k	kelvin	Kelvin	k	k	Kelvin	к	开尔文	ケルヴィン	كِلْفِين	कैल्विन	kelvin
15246853-n	mo	apabila	minuto	minute	instante	dakika	Moment	минута	一会儿	一とき	مو	मो	dakika
03990834-n	dope	obat bius	marihuana	herbe	maconha	kwekwe	Gras	травка	大麻	クサ	مخدر	डोप	uyuşturucu
09369169-n	nest	sarang	nido	nid	ninho	kiota	Vogelnest	гнездо	鸟巢	巣	عش	घोंसला	yuva
05565696-n	palm	tapak	palma	paume	palma	kikofi	Handfläche	ладонь	手掌	手のひら	راحة	हथेली	aya
09342729-n	logan	Gunung Logan	Logan	mont Logan	Logan	logan	Logan	Логан	洛根	ローガン	لوغان	लोगन	logan
02506029-a	constant	terus	constante	constant	constante	mara kwa mara	beständig	постоянный	不变+的	コンスタント	ثابت	स्थिर	sabit
	b.	b.	B.	b.	b.	b.	b.	б.	b.	b.	ب.	बी.	b.
00862225-v	boo	berdesir	abuchear	siffler	vaia	boo	boo	бу	嘘	ブーイング+する	بوو	बू	boo
03740161-n	medication	obat	medicamento	médicament	remédio	dawa	Arznei	лекарство	药	薬	دواء	औषधि	ilaç
11464143-n	gravity	gaya tarik bumi	gravedad	gravité	gravidade	graviti	Erdanziehung	тяготение	重力	重力	الجاذبية	गुरुत्वाकर्षण	yerçekimi
07901587-n	booze	minuman keras	licor	spiritueux	bebida alcoólica	pombe	alkoholisches Getränk	спиртной напиток	酒	ジョン・バーレーコーン	شراب كُحُولِي	शराब	içki
11208431-n	noah	Noah	Noé	Noé	Noé	noah	Noah	Ной	诺亚	ノア	نوح	नूह	Nuh
	evan	evan	evan	evan	evan	evan	Evan	Эван	埃文	エヴァン	إيفان	इवान	evan
00104003-r	abroad	di luar negeri	en el extranjero	à l'étranger	no	nje ya nchi	Ausland	за границей	国外	外国で	في الخارج	विदेश	yurtdışında
	christine	Kristin	cristina	christine	Cristina	kristo	Christine	Кристина	克里斯汀	クリスティーン	كريستين	क्रिस्टीन	christine
02486932-a	rising	meningkat	creciente	en hausse	subindo	kupanda	steigt	рост	上升+的	上昇中	ارتفاع	बढ़ रहा है	yükselen
